governorate_id,city_name_ar,city_name_en,latitude,longitude,
2,المناشي,Al Manashi,30.1758274,31.1202689,
2,بهرمس,Baharmis,30.1667311,31.1082735,
2,كفر حجازي,Kafr Higazi,30.1999328,31.0638561,
2,سقيل,Siqeiz,30.1335832,31.1660654,
2,الواحات البحرية,Northern Oases,28.3550819,28.8972235,
2,جرزة,Girza,29.4448285,31.196449,
2,منية سلطان,Minyat Sultan,29.4211534,31.2320025,
2,غمازة الصغرى,Ghammaza al Sughra,29.6571427,31.3116206,
2,سكنات عرب العرائضة,Sakanat Arab al Araidah,29.6833423,31.3167153,
2,كفر طرخان الشرقي,Kafr Tarkhan al Sharqi,29.7191685,31.280368,
2,الشوبك الشرقى,El shobak el sharki,29.7475,31.284722,
2,بدسة,Bidsah,29.6781253,31.2538034,
2,الدناوية,Al Dinnawiya,29.7232682,31.2495548,
2,طهما و منشأة عبد السيد,Tahma,29.633333,31.233333,
2,الإخصاص القبلية,Al Ikhsas al Qibliyah,29.7065703,31.2861616,
2,وراق الحضر,Warraq al Hadar,30.100833,31.216111,
2,المهندسين,El Mohandesin,30.05,31.2,
2,البراجيل,Al Barajil,30.077176,31.1595818,
2,كوم بيرة,Kawm Birah,30.0793281,31.1279903,
2,حرة,Harra,28.333333,29.116667,
2,الشمباب,Al Shimbab,29.8286528,31.2539001,
2,أبو صير,Abu Sir,29.8888726,31.2193283,
2,أبو رجوان البحري,Abu Ragwan al Bahari,29.783333,31.266667,
2,نزلة الجبرية,Nazlet al Gabriya,29.7815037,31.2902788,
2,الشوبك الغربي,Al Shobak al Gharbi,29.7916546,31.275616,
2,المرازيق,Al Maraziq,29.8113518,31.2654656,
2,منشأة دهشور,Minshat Dahshur,29.7959331,31.2406635,
2,أبو رجوان القبلي,Abu Rajwan al Qibli,29.7683899,31.2643388,
2,غرد القطانية,Ghard al Qattaniyah,29.833333,30.283333,
2,أبو رجوان,Abu Ragwan,29.7741244,31.2697227,
2,حي الفردوس,Al Fardous City,29.9483173,31.0509883,
2,ابنى بيتك 5,Ebni Betak 5,29.9270129,31.0212367,
2,غرينلاند,Greenland,29.9830906,30.9992029,
2,الحي السابع,7th District,29.9831735,30.9425992,
2,كمبوند زايد 2000,Zayed 2000 Compound,30.0219741,30.9990495,
2,الياسمين,Jasmine,30.0519626,30.9969708,
2,الحى السادس,6th District,29.9435383,30.9091724,
2,الحى الثانى عشر,12th District,29.9531525,30.902821,
2,الجزيرة,El Gezira,30.0245634,30.9877483,
2,الحى الرابع,4th District,29.9538924,30.9272548,
2,حدائق السليمانية,El Solaymania Gardens,30.0215815,30.9922007,
2,الحى الأول,1st District,29.9709989,30.9539846,
2,تارا ريزيدنس,Tara Residence,30.0418766,31.0153371,
2,كومباوند الندى,El Nada Compound,30.0246937,31.0055799,
2,كونتيننتال غاردنز,Continental Gardens,30.0441857,30.9887053,
2,الحى الثالث,3rd District,29.9586327,30.9353618,
2,الحى العاشر,10th District,29.9645838,30.9207037,
2,رويال سيتى,Royal City,30.0371605,31.029123,
2,الحى الحادى عشر,11th District,29.9578691,30.9110371,
2,الحدائق الخضراء,Greenz Gardens,30.0348414,30.992617,
2,الحى الثانى,2nd District,29.9644593,30.9429339,
2,الحى التاسع,9th District,29.9702152,30.9281821,
2,الحى الثامن,8th District,29.9751262,30.9352695,
2,ابنى بيتك 3,Ebni Betak 3,29.9452695,31.0703371,
2,ميت عقبة,Meet Okba,30.0632012,31.1974505,
2,منشأة القناطر,Mansheyet Al-Qanater,30.1825003,31.1130931,
2,بئر المطار,Ber Elmatar,28.3857936,28.904778,
2,الحى الخامس,5th District,29.9493146,30.9173019,
2,ابنى بيتك 4,Ebni Betak 4,29.9154725,31.0400296,
2,ابنى بيتك 7,Ebni Betak 7,29.9342296,30.9955923,
2,غرود غرابى,Ghoroud Ghorabi,28.6318317,29.0003521,
2,مدينة الأنتاج الأعلامى,Media Production City,29.9654987,31.0140506,
2,أكتوبر هيلز,October Hills,30.0134406,30.9736653,
2,صول,Sowal,29.3495593,31.2404401,
2,زايد ديونز,Zayed Dunes,30.038401,30.9857565,
2,الكرمة 1,El Karma 1,30.0253835,30.998585,
2,الربوة,El Rabwa,30.0645509,30.987127,
2,بل فيل,Belleville,30.0395045,31.0173484,
2,مونلاند,Moon land,30.0379616,31.0189206,
2,الكرمة 2,El Karma 2,30.0436026,31.0022524,
2,المهندسين جاردنز,El Mohandesin Gardens,30.0277284,30.9946813,
2,ليجيندا,Legenda,30.0284661,31.0032003,
2,سما زايد,Sama Zayed,30.0215336,30.9844917,
2,لا فيل,La Ville,30.0289506,30.9852868,
2,جرين ريزيدنس 1,Green Residence 1,30.0281257,30.9882662,
2,زايد أوازيس 1,Zayed Oasis 1,30.0283522,30.986557,
2,زايد أوازيس 2,Zayed Oasis 2,30.0309398,30.9815975,
2,الجمان,Al Joman,30.0317824,30.9862109,
2,قرية جاردينيا بارك,Gardina Park valley,29.9766764,30.9918922,
2,كمبوند ريحانة,Rayhana Compound,29.9713556,30.9998682,
2,مساكن أبناء الجيزة,Ibna Al-Giza,29.9087083,30.940447,
2,الواحات البحرية,Northern Oases,28.3550819,28.8972235,
2,الشيخ زايد,Ash Sheikh Zayed,30.0453315,30.9797507,
2,ميت رهينة,Mit Rahinah,29.853765,31.2538075,
2,أبو غالب,Abū Ghālib,30.2709029,30.9399864,
3,الإسكندرية,Alexandria,31.1991806,29.8951716,
3,المعمورة الشاطىء,El Maamoura El Shati,31.2881187,30.0327724,
3,سيدي كرير,Sidi Krier,31.0162538,29.6354183,
3,عزبة محمد فريد,Izbat Muhammad Farid,30.8556741,29.6398622,
3,القاسمية,Al Qasimiyah,30.9604586,29.6125921,
3,بهيج,Bahij,30.932222,29.603889,
3,أبو زيرة,Abu Zeira,31.014305,29.637937,
3,المندرة,Al Mandarah,31.275,30.009167,
3,الوادي,Al Wadi,30.986667,29.755,
3,زاوية عبد القادر,Zawiyat Abd al Qadir,31.038056,29.826944,
3,مدينة مبارك,Madinat Mubarak,31.057778,29.837778,
3,المكس,Al Maks,31.1525,29.850278,
3,الدقهلية,Al Dikheila,31.133248,29.8199191,
3,قسم الجمرك,Qism al Gumruk,31.200556,29.883333,
3,القباري,Al Qabbari,31.175097,29.8787246,
3,عزبة وادي القمر,Ezbet Wadi al Qamar,31.1398162,29.8407774,
3,الورديان,Wardian,31.165556,29.873889,
3,الشاطبى,Shatby,31.2,29.916667,
3,الزاهرية,Al Dhahriya,31.23,29.970556,
3,إبراهيمية,Ibrahimiya,31.2122581,29.9246934,
3,عزبة نادي الصيد,Izbat Nadi al Sayd,31.1791965,29.9365482,
3,عزبة تل,Ezbet Tell,31.083333,29.983333,
3,كفرة طائل موسى,Kafrat Tail Musa,30.8782621,29.732176,
3,العوامة,Al Awwamah,30.898611,29.743333,
3,رحيم,Ruhayyim,30.889628,29.750459,
3,نجع حبون,Naj Habbun,30.938889,29.739722,
3,مصطفى كامل,Mustafa Kamil,30.924722,29.775833,
3,العراق,Al Iraq,30.913889,29.803611,
3,قرية التنمية,Qaryat al Tanmiyah,30.8609414,29.691535,
3,أحمد عرابي,Ahmad Urabi,30.9786479,29.8124329,
3,الهانوفيل,Al Hanuvil,31.111389,29.765,
3,برنجي مريوط,Bringi Maryut,31.0131617,29.8055358,
3,العجمي,Agami,31.140556,29.785278,
3,عزبة نوبار باشا,Izbat Nubar Basha,31.2024082,30.0268877,
3,فلسطين,Palestine,30.9387071,29.8073123,
3,البصرة,Al Basrah,30.8840665,29.7795031,
3,ميامي,Miami,31.2662126,29.9993706,
3,الشيخ مصطفى اسماعيل,Al Sheikh Moustafa Ismail,30.7885944,29.8034835,
3,برج العرب الجديدة,New Borj El Arab,30.8695204,29.6002667,
3,المركزية,Central Village,30.772262,29.6585763,
3,بغداد,Baghdad,30.8778788,29.80036,
3,الجزائر,Al Jazair,30.9443019,29.8370097,
3,اليمن,Al Yaman,30.902038,29.8322032,
3,العزة,Al Izzah,30.9459214,29.854605,
3,أبو سمبل,Abu Simbel,30.975248,29.8371427,
3,الظافر,Az Zafir,30.9072668,29.8927138,
3,ابو بكر الصديق,Abu Bakr Elsedik ,30.909141,29.7600668,
3,بغداد,Baghdad,30.8778788,29.80036,
3,العزة,Al Izzah,30.9459214,29.854605,
3,الجزائر,Al Jazair,30.9443019,29.8370097,
3,اليمن,Al Yaman,30.902038,29.8322032,
4,المنصورة,El Mansura,31.037566,31.38649,
4,سندوب,Sandub,31.0166782,31.3875202,
4,المعصرة,Al Masara,31.223889,31.313333,
4,بلقاس,Bilqas,31.213056,31.3575,
4,السماحية الكبرى,Al Samahiya al Kubra,31.239722,31.376944,
4,دندة,Dundet,30.688056,31.31,
4,ميت دمسيس و كفر أبو جرج,Mit Damsis wa Kafr Abu Girg,30.826111,31.2225,
4,صهرجت الصغرى و كفر السيد,Sahrajat al Sughra wa Kafr al Sayyid,30.805556,31.275,
4,كفر الجنينة البحري,Kafr al Gineina al Bahari,31.0821531,31.3020851,
4,أرمان طلخا,Urman Talkha,31.0775,31.375833,
4,البيضه,Al Beydah,30.945833,31.560833,
4,شبرا سندي,Shubra Shindi,30.879722,31.538056,
4,كفر الشرفاء,Kafr al Shurafa,30.861944,31.481111,
4,منشأة صالح,Minshat Salih,30.85,31.466667,
4,الكمال,Al Kamal,30.9539104,31.5048594,
4,الحصاينة,Al Hasayina,30.909167,31.504167,
4,كفر محمد الشناوي,Kafr Muhammad al Shinnawi,30.901944,31.478889,
4,الزهايرة,Al Zahayra,30.918889,31.469722,
4,كفر قنصوه,Kafr Qansoh,30.833333,31.483333,
4,عزبة أبو لبن,Izbat Abu Laban,30.891667,31.468056,
4,الزمار,Al Zammar,30.9740844,31.482573,
4,عزبة أبو عبدون,Izbat Abu Abdun,30.9627052,31.7045862,
4,ترعة جديدة,Tirat Jadidah,31.033333,31.618056,
4,كفر الكردي,Kafr al Kurdi,31.1678616,31.7661359,
4,ميت خضير,Mit Khudayr,31.1554523,31.8917835,
4,دماص,Damas,30.805278,31.326111,
4,كفر الزهايرة,Kafr al Zahayra,31.148105,31.5465605,
4,العزازنة,Al Azazna,31.118611,31.555556,
4,ديمشلت,Dimeshalt,31.1136979,31.5060572,
4,الاورمان,Al Urman,30.947222,31.401389,
4,جديلة,Gideila,31.059444,31.408611,
4,كفر بني سالم,Kafr Beni Salim,30.883333,31.416667,
4,شاوة,Shawah,31.0055502,31.4139517,
4,مناخلة,Already,31.133333,31.4,
4,كفر البدماص,Kafr al Badamas,31.0508525,31.3994897,
4,عزبة الروضة,Ezbet al Roda,31.183333,31.4,
4,ميت عاصم,Mit Asim,31.1273517,31.6985402,
4,ميت ضافر,Meet Dafer,31.0817345,31.5448383,
4,الجماليه,Al-Gamaleya,31.1805303,31.8641617,
4,ميت سلسيل,Meet Selseel,31.1685758,31.800991,
4,سمبو مقام,Sambo Maqam,30.7528819,31.3075097,
4,طحا المرج,Taha Al-Marg,30.7744298,31.3719069,
4,قريه القنان,Al-Qanan,30.8889276,31.5317641,
4,نبروه,Nabaroh,31.0949754,31.3035054,
4,نوب طريف,Noub,30.8951209,31.4358316,
4,الروضة,El Rauda,30.9028494,31.407419,
4,ميت غراب,Mit Ghorab,30.8987126,31.3887586,
4,شبراهور,Shubrahur,30.9224975,31.3980377,
4,ديرب بقطارس,Diyarb Buctaris,30.928783,31.3200417,
4,كفر ديرب بقطارس,Kafr Diyarb Buctaris,30.9291502,31.3082103,
4,عزبة العزب ابراهيم,Ezbet Eazab Ibrahim,30.8450036,31.4391836,
4,عزبة شعبان,Izbet Sha'ban,30.8550026,31.4262664,
4,طماي الزهايرة,Tamay Ez-Zahayra,30.9099557,31.4703526,
4,ميت غريطة,Meit Gharitah,30.9311606,31.4764655,
4,التمد الحجر,Al Tamd Al Hajar,30.9473819,31.4720824,
4,المخزن,Al Makhzan,30.9466642,31.452556,
4,المتوه,Al Matwah,30.954338,31.4526203,
4,كفر تلبانه,Kafr Tilbana,30.9600791,31.4516976,
4,منشية صبري ابو علم,Manshiyyat Sabri Abu Alam,30.9647316,31.4894139,
4,كفر الأمير عبدالله,Kafr Al-Amir Abd Allah,30.9412085,31.5101635,
4,طناح,Tanah,31.0358207,31.5536475,
4,عزبة فرج,Ezbet Farag,30.81075,31.5362384,
4,عزبة عزيزة,Ezbet Aziza,30.8107315,31.5347954,
4,جميزة بني عمرو,Gemizet Bni Omar,30.7994694,31.5358422,
4,الدنابيق,Al Danabeeq,31.0523384,31.4502157,
4,شاوة,Shawa,30.9977541,31.4121357,
4,ميت الكرماء,Mit Al Karma,31.0392043,31.3267284,
4,ميت القرشي,Mit Al Qurshi,30.6729833,31.3631172,
4,البلامون,Al Balamoun,30.8232795,31.4351092,
4,عزبه الشيخ سميط,Ezbet Al Sheikh Simeit,31.2125913,31.4959907,
4,ميت عنتر,Mit Antar,31.0789329,31.4020691,
4,البط,Al Butt,31.2056096,31.4861324,
4,بهبيت الحجارة,Behbeit ِEl Hagara,31.0299806,31.2864661,
4,إخطاب,Ikhtab,30.8421481,31.3126788,
4,جمصة,Gamasa,31.4388272,31.5442336,
4,دنجواي,Denjway,31.1882057,31.5489968,
4,شبراويش,Shabrwish,30.8754347,31.2549892,
4,ميت ابو خالد,Mit Abo KHales,30.6427675,31.3315148,
4,الستامونى,El Satamony,31.3446798,31.3662399,
4,برقين,Brkeen,30.8557222,31.5301212,
4,المقاطعه,El Mokataa,30.8936629,31.5610793,
4,بطره,Batrh,31.1668383,31.4544187,
4,كفر العرب,Kafr al Arab (Talkah),31.0197102,31.3094761,
4,ميت مرج سلسيل,Mit Merga Selsil,31.1753067,31.8401862,
4,الكفر,Al Kafr,31.1729608,31.828037,
4,ميت مرج,Mit Merga,31.1762763,31.8396728,
5,العاشر من رمضان,Al Ashr Men Ramadan,,,
5,منيا القمح,Minya Al Qamh,30.5119266,31.3465379,
5,بلبيس,Belbeis,,,
5,مشتول السوق,Mashtoul El Souq,,,
5,القنايات,Qenaiat,,,
5,أبو حماد,Abu Hammad,30.5354116,31.6769463,
5,القرين,El Qurain,,,
5,ههيا,Hehia,30.6696939,31.589479,
5,أبو كبير,Abu Kabir,30.72517,31.6708449,
5,فاقوس,Faccus,,,
5,الصالحية الجديدة,El Salihia El Gedida,,,
5,الإبراهيمية,Al Ibrahimiyah,,,
5,ديرب نجم,Deirb Negm,,,
5,كفر صقر,Kafr Saqr,30.7963883,31.6261136,
5,أولاد صقر,Awlad Saqr,30.0589572,31.4605254,
5,الحسينية,Husseiniya,30.5742672,31.5016432,
5,صان الحجر القبلية,san alhajar alqablia,,,
5,منشأة أبو عمر,Manshayat Abu Omar,,,
6,محلة الكبرى,El Mahalla El Kubra,30.9723517,31.1683002,
6,بلقينة,Bulqinah,30.948889,31.134167,
6,محلة أبو علي القنطرة,Mehallet Abu Ali,30.966667,31.2,
6,سندبسط,Sandabast,30.7055307,31.2467084,
6,الانبوطين,Baqlula,30.783056,31.0875,
6,سنباط,Sunbat,30.806667,31.205278,
6,كفر أبو داوود,Kafr Abu Daud,30.7489166,31.0199698,
6,كفر شيخ سليم,Kafr Elsheikh Sleem,30.7375,30.973056,
6,بابل,Babil,30.686944,30.997778,
6,ديا الكوم,Diya Al-Kom,30.637778,31.085556,
6,القضابة,Al Qoddaba,30.935833,30.789722,
6,صا الحجر,San al Hagar,30.964722,30.766667,
6,القصرية,Al Qasriyah,30.9875,31.206389,
6,محلة البرج,Mahallet al Burg,30.9829053,31.1668829,
6,عزبة طوخ,Ezbet Tukh,30.8190401,31.0773656,
6,أبو صير بنا,Abu Sir Bana,30.910278,31.244167,
6,الراهبين,Al Rahbein,30.9728977,31.2154705,
6,دمشيت,Damsheet,30.883333,31.033333,
6,كفر الصعائدة,Kafr al Saayidah,30.8444282,30.8789749,
6,عزبة الإصلاح,Ezbet Salih,30.8364262,30.9966648,
6,ميت السودان,Mit al Sudan,30.855278,30.983056,
6,بريك الحجر,Nawaj,30.866389,31.003889,
6,سبرباي,Sibirbai,30.820833,31.010278,
6,الجهرية,Al Guhariya,30.797778,30.963333,
6,منيل الهويشات,Manyal al Hiweishat,30.809444,30.928056,
6,محلة مرحوم,Mahlet Marhoum,30.7993863,30.9601054,
6,دفرة,Difrah,30.7265806,31.0245514,
6,طنطا,Tanta,30.7833666,30.9982536,
6,عزبة خضر,Ezbet Khedr,30.9697885,31.1509783,
6,عزبة ابو رابيه,Ezbet Abu Rabiah,30.864156,31.0352008,
6,الهياتم,Al Hiatem,30.9133466,31.1010056,
6,البنوان,Al Benwan,31.077704,31.0742784,
6,ميت هاشم,Mit Hashem,30.860521,31.1991054,
6,بلوس الهوى,Belous Al Hawa,30.707632,31.1046511,
6,العزبة القبلية,Al Izbah Al Qibliyyah,31.0701233,31.1567187,
7,شبين الكوم,Shibin El Kawm,30.5545106,31.0097923,
7,كفور الرمل,Kufur al Raml,30.5512375,31.179044,
7,ميت بيرة,Mit Bera,30.5414348,31.209465,
7,عزبة القسيس,Izbat al Qassis,30.4574694,31.1264917,
7,ورورة,Warwarah,30.4903232,31.1794743,
7,أبو نشابة,Abu Nushshabah,30.3693797,30.8536157,
7,حيط,Heit,30.383333,30.983333,
7,سرويحيط,Sirwihayt,30.4,30.983333,
7,كفر الطراينة,Kafr al Tarayna,30.3480557,30.8635127,
7,قلاطا الكبرى,Qalata al Kubra,30.369444,31.011389,
7,طبلوها,Tabluha,30.654722,30.958611,
7,مركز تلا,Markaz Tala,30.7,30.916667,
7,دنشواي,Dinshawai,30.6066707,30.8198742,
7,زاوية جروان,Zawiyat Garawan,30.442778,31.028333,
7,الخطاطبة,Al-Khatatba,30.3595172,30.8176582,
7,إسطنها,Istanha,30.4640956,31.1205838,
7,كفر هجرس,Kafr Hagras,30.3161488,30.9744997,
7,كفر أبو الحسن,Kafr Abou El-Hassan,30.5693728,31.0943564,
7,منشية سلطان,Manshiyet Sultan,30.5291624,30.9212679,
7,شما,Shamma,30.383333,30.916667,
7,عزبه الملك,Ezbet El Malik,30.4647606,30.9161885,
7,زاوية الناعورة,Zawiyat Al Naoura,30.5502872,30.9315696,
7,شنوان,Shanawan,30.5008954,31.0075556,
7,ابني بيتك,Ebni Baitak,30.3744695,30.5366821,
7,سدود,Sudud,30.4092551,30.8833462,
7,السادات,Sadat,30.3652517,30.5075715,
8,دمنهور,Damanhour,31.0374982,30.4710625,
8,كفر الدوار,Kafr El Dawar,31.133907,30.1291941,
8,رشيد,Rashid,31.4013811,30.418428,
8,إدكو,Edco,,,
8,أبو المطامير,Abu al-Matamir,30.9079349,30.1756385,
8,أبو حمص,Abu Homs,,,
8,الدلنجات,Delengat,,,
8,المحمودية,Mahmoudiyah,31.0240643,31.3707197,
8,الرحمانية,Rahmaniyah,31.1191015,30.6408953,
8,إيتاي البارود,Itai Baroud,,,
8,حوش عيسى,Housh Eissa,30.9096943,30.2965615,
8,شبراخيت,Shubrakhit,,,
8,كوم حمادة,Kom Hamada,30.7589146,30.7003479,
8,بدر,Badr,30.142806,31.742824,
8,وادي النطرون,Wadi Natrun,30.375186,30.3481582,
8,النوبارية الجديدة,New Nubaria,,,
8,النوبارية,Alnoubareya,,,
9,تيرة,Tirah,31.0908163,31.2432469,
9,دسوق,Dusuq,31.128233,30.646198,
9,خنوف البحري,Khannuf al Bahari,31.583333,31.033333,
9,عزبة الفوايد البحرية,Ezbet al Fawayid al Bahariya,31.4318317,31.3254366,
9,أولاد نصير,Aulad Nuseir,31.573889,31.050556,
9,الربع,Al Rub,31.572778,31.051667,
9,أولاد ضافر,Awlad Dafir,31.572222,31.042222,
9,بلوش,Bulush,31.592222,31.053056,
9,بلطيم,Baltim,31.554444,31.090278,
9,سوق التتات,Suq al Tatat,31.57,31.053611,
9,الشيخ مبارك,Al Sheikh Mubarik,31.590833,31.079444,
9,أولاد سلامة,Aulad Salama,31.576944,31.050556,
9,الفقهاء,Al Fuqaha,31.579722,31.045833,
9,كفر شلبي,Kafr Shalabi,31.558333,31.084167,
9,دمرو,Dimru,31.3409613,30.7998751,
9,عزبة رقم 56,Izbat Raqm 56,31.391389,30.963889,
9,عزبة سلام,Ezbet Salama,31.333333,30.933333,
9,عزبة رقم خمسين,Izbat Raqm 50,31.3725,30.997222,
9,عزبة الشراقوة القبلية,Izbat al Sharaqwah al Qibliyah,31.3380299,30.7707117,
9,عزبة علي نمر,Ezbet Ali Nimr,31.2647461,30.9094526,
9,عزبة دربالة,Izbat Dirbalah,31.2321055,30.933134,
9,عزبة أبو شبانة,Ezbet Abu Shabana,31.3,30.95,
9,عزبة أبو مصطفى,Izbat Abu Mustafa,31.301389,30.930833,
9,عزبة سعد أبو علي,Izbat Sad Abu Ali,31.2860576,30.9361515,
9,عزبة الرصيف,Izbat al Rasif,31.315,30.936111,
9,عزبة العشرية,Izbat al Ashriyah,31.247222,31.122222,
9,عزبة محمد الزاهد,Ezbet Muhammad al Zahid,31.25,31.1,
9,عزبة جرجس فايد,Ezbet Girgis Fayid,31.233333,31.116667,
9,كوم الحجنة,Kawm Al Hagna,31.166667,31.116667,
9,عزبة مشرقي,Izbat Mashriqi,31.276389,31.125,
9,عزبة أبو رفاعي,Izbat Abu Rifai,31.241667,31.163889,
9,درين,Dirin,31.0955342,31.2663943,
9,إبراهيم بركات,Ibrahim Barakat,31.133333,31.1,
9,عزبة النعناعى,Ezbet al Ninal,31,31,
9,شنو,Shinnu,31.06,30.9125,
9,كفر المشائخ,Kafr al Mashayikh,31.051667,30.905,
9,كفر الحمراوي,Kafr al Hamrawi,31.076667,30.940556,
9,كفر سليط,Kafr Sulayyit,31.083333,30.866667,
9,كفر أبو طبل,Kafr Abu Tabl,31.078056,30.945833,
9,عزبة الأطرش,Izbat al Atrash,31.021111,30.856944,
9,عزبة الطنطاوي,Izbat al Tantawi,31.029722,30.8125,
9,الكردي,Al Kurdi,31.0776424,30.8176062,
9,صروة,Sarawa,31.038889,30.836389,
9,كفر أبو نعيم,Kafr Abu Naim,31.016667,30.816667,
9,المنشأة الصغرى,Al Minshat al Sughra,31.080556,30.849722,
9,الكفر البحري,Al Kafr al Bahri,31.05,30.866667,
9,كفر يوسف داوود,Kafr Yusef Dawud,31.0996642,30.8192722,
9,منشأة شبراطو,Minshat Shubratu,31.0117311,30.8408972,
9,عزبة كفر أبو حطب,Izbat Kafr Abu Hatab,31.035278,30.816667,
9,الصافية وميت الحميد,Al Safya wa Mit al Hamid,31.0656493,30.7277587,
9,جماجمون,Gamgamun,31.1029536,30.6838348,
9,عزبة سليمان وهبة,Izbat Sulayman Wahbah,31.1243968,30.6898157,
9,كفر الجزائر,Kafr al Gazayir,31.069444,30.768333,
9,كفر المسلماني,Kafr al Mislimani,31.043611,30.773333,
9,شباس الشهداء,Shabas al Shuhada,31.0893108,30.7455042,
9,عزبة محي بك,Ezbet Mohy Bey,31.1467835,30.6649543,
9,عزبة الجنبية,Izbat al Janbiyah,31.1393885,30.7713466,
9,عزبة مفتاح,Izbat aMoftah,31.1499884,30.6525073,
9,كنيسة الصرادوسي,Kunayyisat al Saradusi,31.1727964,30.6881991,
9,شابة,Shaba,31.184722,30.772778,
9,دمرو سلمان,Dimru Salman,31.1704983,30.6820423,
9,عزبة عبد الكريم أبو رأس,Izbat Abd al Karim Abu Ras,31.1566926,30.7050839,
9,عزبة الفار,Izbat al Far,31.189167,30.662778,
9,عزبة البدالة,Izbat al Badala,31.1502656,30.6358142,
9,عزبة أبو مريكب,Izbat Abu Muraykib,31.1569999,30.7729141,
9,عزبة محمد عبد العالي,Ezbet Muhammad Abd al Ali,31.283333,31.166667,
9,عزبة جورج ناصيف,Ezbet George Nasif,31.283333,31.116667,
9,عزبة علي شاهين,Ezbet Ali Shahin,31.316667,31.15,
9,عزبة العبد,Ezbet al Abd,31.316667,31.116667,
9,الأوقاف,Al Awqaf,31.3,31.195833,
9,الكفر الشرقي,Al Kafr al Sharqi,31.280833,31.165278,
9,عزبة أبو شندي,Izbat Abu Shindi,31.308333,31.123611,
9,التعاون ثاني,Al Taawun Thani,31.379167,31.175,
9,تمباري,Tambari,31.359722,31.175,
9,عزبة الشحات,Ezbet al Shahhat,31.35,31.1,
9,عزبة محمد محمد,Ezbet Muhammad Mahmud,31.383333,31.116667,
9,الأبعادية,Al Abadiya,31.374444,31.117778,
9,الحمايدة,Al Hamayidah,31.3508422,30.7464051,
9,فقهاء القبلية,Fuqaha al Qibliya,31.2913554,30.6918327,
9,العباسي,Al Abbasi,31.2883495,30.7116162,
9,عزبة القن,Izbat al Qinn,31.2883218,30.7604974,
9,عزبة القن,Ezbet al Qunn,31.279217,30.7494196,
9,البناء,Al Banna,31.320556,31.131111,
9,عزبة عباس عبيدي,Izbat Abbas Ubaydi,31.2664778,30.8028753,
9,عزبة الباز,Izbat al Baz,31.1941368,30.7487112,
9,منشيه قبريط,manshyet Qebret,31.2305905,30.5888687,
9,عزبة السلقا,Izbat al Silqa,31.247778,30.5875,
9,قبريط,Qabrit,31.201389,30.585,
9,منية الأشراف,Minyat al Ashraf,31.201667,30.571389,
9,إبشان,Ibshan,31.1680573,31.1618029,
9,قرقورة,Qarqura,31.2368665,30.5737019,
9,كفر الشيخ,Kafr Al Sheikh,31.1089385,30.9426981,
9,القرضه,Al Qurda,31.1192226,30.9472146,
9,محلة دياي,Mahallat Diyay,31.0325271,30.7302189,
9,دمرو,Damru,31.0922442,31.1492112,
10,دمياط,Damietta,31.4167427,31.8213657,
10,دمياط الجديدة,New Damietta,31.4364503,31.678142,
10,عزبة البربير,Izbat al Barbir,31.393056,31.831944,
10,الرضى,Al Roda,31.3230468,31.7625174,
10,إبن حكيم,Ibn Hakim,31.414167,31.833611,
10,شط غيط النصارى,Shatt Ghayt an Nasara,31.413333,31.833889,
10,رأس البر,Al Bar Cape,31.5132392,31.8337309,
10,عزبة عبد القادر,Ezbet Abdelkader,31.441667,31.791667,
10,برمبال القديمة,Birimbal al Quadima,31.1620112,31.7363871,
10,الرياض,Mit al Qamas,31.166667,31.733333,
10,كفر الوسطاني,Kafr El Wastani,31.3620923,31.5735143,
10,عزبة البرج,Ezbet Elborg,,,
10,الشيخ ضرغام,El Shihk Dorgham,,,
10,الخياطة,El Khyata,,,
10,الزرقا,El Zarka,,,
10,كفر سعد,Kafr Saad,,,
10,فارسكور,Faraskor,,,
11,بورسعيد,Port Said,31.263235,32.305505,
11,بورفؤاد,Port Fuad,31.246623,32.320071,
11,فاروق,Farouk,31.259444,32.285278,
11,القبوطي,Kabouti,31.237778,32.281389,
11,سيريا,Syria,31.2665841,32.299937,
11,مساكن ٥٠٠٠,Housing 5000,31.2671907,32.2725899,
11,العرب,Alarab,30.4720312,31.1805505,
11,حى الزهور,Zohour,30.0187314,31.4904159,
11,حى الشرق,Alsharq,31.5090524,31.8304862,
11,حى الضواحى,Aldawahi,,,
11,حى المناخ,Almanakh,,,
11,حى مبارك,Mubarak,30.061851,31.2460174,
12,محطه توليدكهرباءابوسلطان,Abu Zeid Hasan,30.401944,32.308611,
12,عزاب أبو دمة,Ezab Abu Dema,30.5644678,32.2350611,
12,عزبة الهتايمة,Ezbet al Hasaima,30.582222,32.169722,
12,الإسماعيلية,Al Ismailiya,30.6043775,32.2770825,
12,القنطرة غرب,Qantara West,30.8550945,32.3096054,
12,القنطرة شرق,Qantara East,30.8636259,32.3251656,
12,فايد,Fayed,30.3284806,32.3007771,
12,فيلا جنيدق الشامى,Villa Junaid Shami,30.5494407,32.2947729,
12,التل الكبير,El Tal El Kabier,,,
12,أبو صوير,Abu Sawir,,,
12,القصاصين الجديدة,Kasasien El Gedida,,,
12,نفيشة,Nefesha,,,
12,الشيخ زايد,Sheikh Zayed,30.048347,30.9832235,
13,السويس,Suez,29.974498,32.537086,
13,الأدبية,Al Adabiyah,29.9007515,32.4569409,
